CASEID,RESPONSE,RESIDUAL,TOTAL_INDEX_CRIME_RATES_PER_100K,PERCENT_HISPANIC_FEMALE,PERCENT_WHITE_MALE,PERCENT_NATIVE_HAWAIIN_FEMALE,PERCENT_OF_PARAPHERNALIA_DRUG_ARRESTS,PERCENT_NEEDLE_SYRINGE_ARRESTS,PERCENT_AMERICAN_INDIAN_FEMALE,PERCENT_ASAIN_FEMALE,PERCENT_CANNABIS_ARRESTS,PERCENT_AMERICAN_INDIAN_MALE,PERCENT_BLACK_MALE,PERCENT_WHITE_FEMALE,PERCENT_CONTROLLED_SUBSTANCE_ARRESTS,PERCENT_TWO_OR_MORE_RACES_MALE,UNEMPLOYMENT_RATE,PERCENT_OF_METH_ARRESTS,PERCENT_NATIVE_HAWAIIN_MALE,POPULATION_PERCENT_MALE,PERCENT_TWO_OR_MORE_RACES_FEMALE,PERCENT_ASAIN_MALE,PERCENT_BLACK_FEMALE,PERCENT_HISPANIC_MALE,HTS_PER_100K,SEXUAL_ASSAULT_PER_100K,ARSON_PER_100K,MVT_PER_100K,BURGLARY_PER_100K,COUNTY,POPULATION,HOMOCIDES_PER_100K,BATTERY_ASSAULT_PER_100K,HTIS_PER_100K,YEAR,THEFT_PER_100K,ROBBERY_PER_100K
469,1079.24,288.161,1367.4,0.00916076,0.492021,0,0.322917,4.16667,0.000738771,0.00295508,32.2917,0.00132979,0.0291076,0.460993,6.25,0.00339835,4.2,25,0,0.524084,0.00398936,0.00103428,0.00723995,0.0140366,0,0,0,0,205.852,"SCHUYLER",6801,0,117.63,0,2019,1043.96,0
470,512.793,-162.693,350.1,0.00626136,0.484953,0.00504949,0,0,0.000807918,0.00181781,15.3846,0.00141386,0.00424157,0.494244,15.3846,0.00525146,4.7,69.2308,0,0.491618,0.00444355,0.000605938,0.00201979,0.00807918,0,0,0,82.3723,123.558,"SCOTT",4856,0,0,0,2019,144.152,0
471,400.567,-124.667,275.9,0.00540815,0.491449,0.000184894,0.2,0,0.00101692,0.00175649,36,0.0015716,0.00263474,0.492604,12,0.00448368,3.9,32,0.000277341,0.49792,0.00513081,0.00161782,0.00138671,0.00610151,0,9.35366,0,23.3842,74.8293,"SHELBY",21382,0,0,0,2019,168.366,0
472,896.044,-250.144,645.9,0.0106702,0.488394,0.000374392,0.555556,0,0.00131037,0.00393111,11.1111,0.00112317,0.00336952,0.484276,33.3333,0.00730064,5.7,0,0.000374392,0.496443,0.00842381,0.00280794,0.00524148,0.00973418,0,0,0,46.1326,276.795,"STARK",6503,0,138.398,0,2019,184.53,0
473,1920.49,-401.092,1519.4,0.0198885,0.428918,0.000179783,0.251613,2.58065,0.00155063,0.00391029,27.7419,0.00150569,0.051845,0.438829,38.7097,0.0145849,4.4,5.80645,0.000292148,0.486269,0.0167648,0.00305632,0.0524967,0.0231246,0,51.8497,6.763,15.7803,259.248,"STEPHENSON",44359,9.01734,92.4277,0,2019,1043.76,40.578
474,1596.32,-357.618,1238.7,0.0108875,0.476939,0.00012898,0.39531,1.17253,0.00146431,0.0055234,10.3853,0.00183607,0.00889206,0.488684,23.9531,0.00732912,4.4,24.9581,0.000189677,0.492007,0.00730636,0.00379354,0.00488608,0.0136719,0,33.5001,4.56819,34.2614,168.262,"TAZEWELL",131343,0,164.455,0,2019,822.275,11.4205
475,1222.62,-351.724,870.9,0.0237795,0.485918,0.000300246,0.320755,3.77358,0.00300246,0.00288236,11.3208,0.00438359,0.00822675,0.479613,20.7547,0.00870714,5.7,32.0755,0.000120098,0.501111,0.00798655,0.00210172,0.00510418,0.0291239,0,11.5354,0,11.5354,207.636,"UNION",17338,0,149.96,0,2019,490.253,0
476,3698.59,104.907,3803.5,0.0240371,0.417764,0.000145199,0.265583,0.813008,0.00197999,0.00518757,20.3252,0.00204599,0.0733256,0.416128,21.9512,0.0129887,5.1,30.3523,0.000211199,0.497928,0.0124343,0.00395998,0.0661976,0.028525,0,121.247,19.7686,139.698,793.379,"VERMILION",75878,9.22534,707.715,0,2019,1914.92,97.525
477,1321.52,-125.216,1196.3,0.0118924,0.488281,8.68056e-05,0.472973,14.8649,0.0015625,0.00460069,9.45946,0.00147569,0.00607639,0.478733,14.8649,0.00902778,3.8,13.5135,0.000347222,0.503993,0.00694444,0.00746528,0.00407986,0.0196181,0,0,0,8.7321,148.446,"WABASH",11452,0,43.6605,0,2019,969.263,26.1963
478,1297.54,-46.8436,1250.7,0.0451199,0.458798,0.000831156,0.466667,0,0.00231536,0.0105676,8,0.00267157,0.0172168,0.470672,24,0.00854904,4.1,21.3333,0.00106863,0.493588,0.010152,0.013536,0.0118737,0.0535502,0,41.4913,11.8547,53.346,260.803,"WARREN",16871,0,100.765,0,2019,782.408,0
479,827.113,-338.613,488.5,0.00756103,0.490603,7.20098e-05,0.333333,11.1111,0.000720098,0.0029524,11.1111,0.00158421,0.00583279,0.486858,11.1111,0.00518471,2.5,33.3333,0.00014402,0.500396,0.00496868,0.00216029,0.00403255,0.00684093,0,0,0,34.8943,69.7885,"WASHINGTON",14329,0,223.323,0,2019,153.535,6.97885
480,1203.43,382.173,1585.6,0.00857231,0.4856,6.16713e-05,0.121951,0,0.00178847,0.00376195,17.0732,0.00154178,0.00345359,0.493617,4.87805,0.00598211,4.8,65.8537,6.16713e-05,0.493617,0.004502,0.00259019,0.00265187,0.00746223,0,37.0188,0,86.3771,487.414,"WAYNE",16208,0,86.3771,0,2019,869.941,18.5094
481,1231.46,6.33569,1237.8,0.00664845,0.480239,0.000147743,0.243902,4.87805,0.00162517,0.00391519,9.7561,0.00221615,0.00502327,0.49723,24.3902,0.00679619,3.8,36.5854,0.000369358,0.490434,0.00465391,0.00229002,0.00199453,0.00886459,0,7.4118,0,96.3534,318.707,"WHITE",13492,0,148.236,0,2019,659.65,7.4118
482,1717.1,-152.498,1564.6,0.0603897,0.479076,9.06208e-05,0.231214,8.67052,0.0021024,0.00344359,17.9191,0.00271862,0.0100952,0.482302,32.948,0.00875397,4.3,17.341,0.000163117,0.494826,0.0091527,0.00228364,0.00808337,0.0631083,0,45.4298,10.9031,94.4939,248.955,"WHITESIDE",55030,3.63438,83.5908,0,2019,1070.33,7.26876
483,1447.76,-232.357,1215.4,0.0886828,0.403865,0.000254798,0.242718,0.353045,0.00229608,0.0314806,26.9197,0.00239742,0.0600325,0.397362,47.2198,0.00991975,3.8,1.23566,0.000276514,0.496196,0.0100761,0.0289703,0.0623343,0.0928247,0,31.2647,9.55312,90.3204,117.967,"WILL",690874,3.47386,141.126,0,2019,791.751,29.962
484,1719.19,-453.187,1266,0.0121477,0.460081,0.000120126,0.273859,0.829876,0.00166674,0.00795832,2.90456,0.00300314,0.0286199,0.46442,24.0664,0.00908449,4.3,44.8133,0.000135141,0.497845,0.0101206,0.00548073,0.0178687,0.0151358,0,26.9356,5.98569,88.289,255.888,"WILLIAMSON",66826,7.48212,112.232,0,2019,758.687,10.475
485,3264.07,-111.873,3152.2,0.0670307,0.403709,0.000297269,0.095515,3.73754,0.00286653,0.0146441,43.2724,0.00269312,0.066599,0.406413,42.691,0.014683,5.7,0.747508,0.000265419,0.487766,0.0150015,0.0137098,0.0730115,0.0680853,1.42118,69.2826,27.713,183.332,477.517,"WINNEBAGO",281456,7.10591,529.035,1.42118,2019,1746.99,108.365
486,965.102,-260.502,704.6,0.00884058,0.489794,0.000234015,0.126984,1.5873,0.00137809,0.00413427,33.3333,0.00130009,0.00431628,0.485088,42.8571,0.00566837,3.7,9.52381,0.00015601,0.499883,0.00621441,0.00392626,0.0030682,0.0102707,0,51.6687,4.69715,25.8343,129.172,"WOODFORD",42579,11.7429,126.823,0,2019,352.286,2.34858
487,1159.3,264.003,1423.3,,,,0.307692,0,,,17.3077,,,,51.9231,,,0,,,,,,,0,57.6997,0,38.4665,480.831,"DEWITT",15598,0,0,0,2019,820.618,25.6443
488,1023.99,-806.591,217.4,,,,0.512821,0,,,23.0769,,,,25.641,,,0,,,,,,,0,31.054,6.21079,0,62.1079,"DEWITT",16101,0,18.6324,0,2016,93.1619,6.21079
489,928.894,-69.1944,859.7,,,,0.533333,0,,,44.4444,,,,2.22222,,,0,,,,,,,0,42.987,12.282,18.423,276.345,"DEWITT",16284,0,18.423,0,2015,491.28,0
490,965.377,-563.477,401.9,,,,0.0740741,0,,,22.2222,,,,70.3704,,,0,,,,,,,0,6.18238,6.18238,12.3648,123.648,"DEWITT",16175,0,0,0,2017,247.295,6.18238
491,1171.78,659.421,1831.2,,,,0.296296,0,,,14.8148,,,,55.5556,,,0,,,,,,,0,50.6907,0,0,639.97,"DEWITT",15782,0,0,0,2018,1134.2,6.33633
